会社名,組織体系区分,組織体系パターン,,組織体系改定日付,階層,,上位部門,,上位部門階層番号,部門コード,部門適用日付,部門終了日付　,部門名,部門名（略）,部門名（カナ）,部門名（英字）,代表計上部門,,計上区分,部門採番コード,部門所在地,,ＴＥＬ,ＦＡＸ,ＴＥＬ（国際表記）,ＦＡＸ（国際表記）,編集状態,移管先部門,,郵便番号,住所１,住所２,ＺＩＰコード,住所１（英字）,住所２（英字）,部門表示順序,計上部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,5 ,課,208309,新宿区包括支援,4 ,20304025,2024/3/1,9999/12/31,新宿区落合第二高齢者総合相談ｾﾝﾀｰ,新宿区包括支援,ｼﾝｼﾞｭｸｸｵﾁｱｲﾀﾞｲﾆｺｳﾚｲｼ,,,,直接部門,,,,03-5348-5566,03-5348-5567,,,既存,,,,,,,,,001049006005001000000000000000,計上部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,4 ,部,5406,居宅支援第6ｴﾘｱ,3 ,208312,2024/3/1,9999/12/31,三鷹居宅介護支援拠点,三鷹支援,ﾐﾀｶｶｲｺﾞｼｴﾝｷｮﾃﾝ,,,,その他,,,,,,,,既存,,,,,,,,,001049006006000000000000000000,部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,5 ,課,208312,三鷹支援,4 ,20401020,2024/3/1,9999/12/31,三鷹居宅介護支援部門,三鷹支援,ﾐﾀｶｶｲｺﾞｼｴﾝﾌﾞﾓﾝ,,,,直接部門,,,,0422-41-1832,0422-41-1430,,,既存,,,,,,,,,001049006006001000000000000000,計上部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,4 ,部,5406,居宅支援第6ｴﾘｱ,3 ,208313,2024/3/1,9999/12/31,三鷹北野居宅介護支援拠点,三鷹北野支援,ﾐﾀｶｷﾀﾉｶｲｺﾞｼｴﾝｶ,,,,その他,,,,,,,,既存,,,,,,,,,001049006007000000000000000000,部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,5 ,課,208313,三鷹北野支援,4 ,20401520,2024/3/1,9999/12/31,三鷹北野居宅介護支援部門,三鷹北野支援,ﾐﾀｶｷﾀﾉｶｲｺﾞｼｴﾝｶ,,,,直接部門,,,,,,,,既存,,,,,,,,,001049006007001000000000000000,計上部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,4 ,部,5406,居宅支援第6ｴﾘｱ,3 ,208316,2024/3/1,9999/12/31,日野南平居宅介護支援拠点,日野南平支援,ﾋﾉﾐﾅﾐﾀﾞｲﾗｼｴﾝ,,,,その他,,,,,,,,既存,,,,,,,,,001049006008000000000000000000,部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,5 ,課,208316,日野南平支援,4 ,20981010,2024/3/1,9999/12/31,日野南平居宅介護支援部門,日野南平支援,ﾋﾉﾐﾅﾐﾀﾞｲﾗｼｴﾝ,,,,直接部門,,,,,,,,既存,,,,,,,,,001049006008001000000000000000,計上部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,4 ,部,5406,居宅支援第6ｴﾘｱ,3 ,208320,2024/3/1,9999/12/31,武蔵境居宅介護支援拠点,武蔵境支援,ﾑｻｼｻｶｲｷｮﾀｸｶｲｺﾞｼｴﾝ,,,,その他,,,,,,,,既存,,,,,,,,,001049006009000000000000000000,部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,5 ,課,208320,武蔵境支援,4 ,20832020,2024/3/1,9999/12/31,武蔵境居宅介護支援部門,武蔵境支援,ﾑｻｼｻｶｲｼｴﾝ,,,,直接部門,,,,,,,,既存,,,,,,,,,001049006009001000000000000000,計上部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,4 ,部,5406,居宅支援第6ｴﾘｱ,3 ,208705,2024/3/1,9999/12/31,目黒区北部包括支援ｾﾝﾀｰ,目黒区包括支援,ﾒｸﾞﾛｸﾎｸﾌﾞﾎｳｶﾂｼｴﾝｾﾝﾀｰ,,,,その他,,,,,,,,既存,,,,,,,,,001049006010000000000000000000,部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,5 ,課,208705,目黒区包括支援,4 ,20101025,2024/3/1,9999/12/31,目黒区北部包括支援ｾﾝﾀｰ,目黒区包括支援,ﾒｸﾞﾛｸﾎｸﾌﾞﾎｳｶﾂｼｴﾝｾﾝﾀｰ,,,,直接部門,,,,03-5428-6891,03-3496-5215,,,既存,,,,,,,,,001049006010001000000000000000,計上部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,4 ,部,5406,居宅支援第6ｴﾘｱ,3 ,352002,2024/3/1,9999/12/31,川口横曽根地域包括支援ｾﾝﾀｰ,川口横包括支援,ｶﾜｸﾞﾁﾖｺｿﾈﾁｲｷﾎｳｶﾂｼｴﾝ,,,,その他,,,,,,,,既存,,,,,,,,,001049006011000000000000000000,部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,5 ,課,352002,川口横包括支援,4 ,20252025,2024/3/1,9999/12/31,川口横曽根地域包括支援ｾﾝﾀｰ,川口横包括支援,ｶﾜｸﾞﾁﾖｺｿﾈﾁｲｷﾎｳｶﾂｼｴﾝ,,,,直接部門,,,,048-250-4311,048-250-4312,,,既存,,,,,,,,,001049006011001000000000000000,計上部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,4 ,部,5406,居宅支援第6ｴﾘｱ,3 ,352003,2024/3/1,9999/12/31,川口市戸塚地域包括支援ｾﾝﾀｰ,川口戸塚包括支援,ｶﾜｸﾞﾁｼﾄﾂｶﾁｲｷﾎｳｶﾂｼｴﾝ,,,,その他,,,,,,,,既存,,,,,,,,,001049006012000000000000000000,部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,5 ,課,352003,川口戸塚包括支援,4 ,20253025,2024/3/1,9999/12/31,川口市戸塚地域包括支援ｾﾝﾀｰ,川口戸塚包括支援,ｶﾜｸﾞﾁｼﾄﾂｶﾁｲｷﾎｳｶﾂｼｴﾝ,,,,直接部門,,,,048-291-0037,048-291-0038,,,既存,,,,,,,,,001049006012001000000000000000,計上部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,4 ,部,5406,居宅支援第6ｴﾘｱ,3 ,352011,2024/3/1,9999/12/31,川口戸塚西包括支援センター,川口戸塚西包括支援,ｶﾜｸﾞﾁﾄﾂｶﾆｼﾎｳｶﾂｼｴﾝ,,,,その他,,,,,,,,既存,,,,,,,,,001049006013000000000000000000,部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,5 ,課,352011,川口戸塚西包括支援,4 ,20923020,2024/3/1,9999/12/31,川口戸塚西包括支援センター,川口戸塚西包括支援,ｶﾜｸﾞﾁﾄﾂｶﾆｼﾎｳｶﾂｼｴﾝ,,,,直接部門,,,,,,,,既存,,,,,,,,,001049006013001000000000000000,計上部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,4 ,部,5406,居宅支援第6ｴﾘｱ,3 ,352080,2024/3/1,9999/12/31,蕨市第三地域包括支援センター,蕨市第三包括支援,ﾜﾗﾋﾞｼﾀﾞｲｻﾝﾎｳｶﾂｼｴﾝ,,,,その他,,,,,,,,既存,,,,,,,,,001049006014000000000000000000,部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,5 ,課,352080,蕨市第三包括支援,4 ,35208010,2024/3/1,9999/12/31,蕨市第三地域包括支援センター,蕨市第三包括支援,ﾜﾗﾋﾞｼﾀﾞｲｻﾝﾎｳｶﾂｼｴﾝ,,,,直接部門,,,,,,,,既存,,,,,,,,,001049006014001000000000000000,計上部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,4 ,部,5406,居宅支援第6ｴﾘｱ,3 ,540601,2024/3/1,9999/12/31,居宅支援第6ｴﾘｱ統括課,居宅支援第6ｴﾘｱ統括課,ｷｮﾀｸｼｴﾝﾀﾞｲﾛｸｴﾘｱﾄｳｶﾂｶ,,,,その他,,,,,,,,既存,,,,,,,,,001049006015000000000000000000,部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,5 ,課,540601,居宅支援第6ｴﾘｱ統括課,4 ,54060101,2024/3/1,9999/12/31,居宅支援第6ｴﾘｱ統括課,居宅支援第6ｴﾘｱ統括課,ｷｮﾀｸｼｴﾝﾀﾞｲﾛｸｴﾘｱﾄｳｶﾂｶ,,,,間接部門,,,,,,,,既存,,,,,,,,,001049006015001000000000000000,計上部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,3 ,本　部,54,居宅支援ｻｰﾋﾞｽﾗｲﾝ,2 ,5410,2024/3/1,9999/12/31,居宅支援ｻｰﾋﾞｽﾗｲﾝ統括部,居支ｻｰﾋﾞｽﾗｲﾝ統括部,ｷｮﾀｸｼｴﾝｻｰﾋﾞｽﾗｲﾝﾄｳｶﾂﾌﾞ,,,,その他,,,,,,,,既存,,,,,,,,,001049007000000000000000000000,部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,4 ,部,5410,居支ｻｰﾋﾞｽﾗｲﾝ統括部,3 ,541001,2024/3/1,9999/12/31,居宅支援ｻｰﾋﾞｽﾗｲﾝ統括課,居支ｻｰﾋﾞｽﾗｲﾝ統括課,ｷｮﾀｸｼｴﾝｻｰﾋﾞｽﾗｲﾝﾄｳｶﾂｶ,,,,その他,,,,,,,,既存,,,,,,,,,001049007001000000000000000000,部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,5 ,課,541001,居支ｻｰﾋﾞｽﾗｲﾝ統括課,4 ,54100101,2024/3/1,9999/12/31,居宅支援ｻｰﾋﾞｽﾗｲﾝ統括課,居支ｻｰﾋﾞｽﾗｲﾝ統括課,ｷｮﾀｸｼｴﾝｻｰﾋﾞｽﾗｲﾝﾄｳｶﾂｶ,,,,間接部門,,,,,,,,既存,,,,,,,,,001049007001001000000000000000,計上部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,2 ,本社／支社,0000000000,全社,1 ,55,2024/3/1,9999/12/31,通所介護ｻｰﾋﾞｽﾗｲﾝ,通所介護ｻｰﾋﾞｽﾗｲﾝ,ﾂｳｼｮｶｲｺﾞｻｰﾋﾞｽﾗｲﾝ,,,,その他,,,,,,,,既存,,,,,,,,,001050000000000000000000000000,部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,3 ,本　部,55,通所介護ｻｰﾋﾞｽﾗｲﾝ,2 ,5501,2024/3/1,9999/12/31,通所介護第1ｴﾘｱ,通所介護第1ｴﾘｱ,ﾂｳｼｮｶｲｺﾞﾀﾞｲｲﾁｴﾘｱ,,,,その他,,,,,,,,既存,,,,,,,,,001050001000000000000000000000,部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,4 ,部,5501,通所介護第1ｴﾘｱ,3 ,201070,2024/3/1,9999/12/31,八雲ゆめふる,ﾃﾞｲ八雲,ﾃﾞｲﾔｸﾞﾓ,,,,その他,,,,,,,,既存,,,,,,,,,001050001001000000000000000000,部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,5 ,課,201070,ﾃﾞｲ八雲,4 ,20107060,2024/3/1,9999/12/31,八雲ゆめふる,ﾃﾞｲ八雲,ﾃﾞｲﾔｸﾞﾓ,,,,直接部門,,,,,,,,既存,,,,,,,,,001050001001001000000000000000,計上部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,4 ,部,5501,通所介護第1ｴﾘｱ,3 ,201370,2024/3/1,9999/12/31,荏原ゆめふる,ﾃﾞｲ荏原,ﾃﾞｲｴﾊﾞﾗ,,,,その他,,,,,,,,既存,,,,,,,,,001050001002000000000000000000,部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,5 ,課,201370,ﾃﾞｲ荏原,4 ,20137060,2024/3/1,9999/12/31,荏原ゆめふる,ﾃﾞｲ荏原,ﾃﾞｲｴﾊﾞﾗ,,,,直接部門,,,,,,,,既存,,,,,,,,,001050001002001000000000000000,計上部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,4 ,部,5501,通所介護第1ｴﾘｱ,3 ,201470,2024/3/1,9999/12/31,【使用不可】原宿の丘ﾃﾞｲ,【不】ﾃﾞｲ原宿の丘,ﾃﾞｲﾊﾗｼﾞｭｸﾉｵｶ,,,,その他,,,,,,,,既存,,,,,,,,,001050001003000000000000000000,部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,5 ,課,201470,【不】ﾃﾞｲ原宿の丘,4 ,20147060,2024/3/1,9999/12/31,【使用不可】原宿の丘ﾃﾞｲ,【不】ﾃﾞｲ原宿の丘,ﾃﾞｲﾊﾗｼﾞｭｸﾉｵｶ,,,,直接部門,,,,,,,,既存,,,,,,,,,001050001003001000000000000000,計上部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,5 ,課,201470,【不】ﾃﾞｲ原宿の丘,4 ,20147560,2024/3/1,9999/12/31,【使用不可】原宿の丘認知症ﾃﾞｲ,【不】認知症ﾃﾞｲ原宿,ﾆﾝﾁｼｮｳﾃﾞｲﾊﾗｼﾞｭｸﾉｵｶ,,,,直接部門,,,,,,,,既存,,,,,,,,,001050001003002000000000000000,計上部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,4 ,部,5501,通所介護第1ｴﾘｱ,3 ,202070,2024/3/1,9999/12/31,小岩ゆめふる,ﾃﾞｲ小岩,ﾃﾞｲｺｲﾜ,,,,その他,,,,,,,,既存,,,,,,,,,001050001006000000000000000000,部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,5 ,課,202070,ﾃﾞｲ小岩,4 ,20207060,2024/3/1,9999/12/31,小岩ゆめふる,ﾃﾞｲ小岩,ﾃﾞｲｺｲﾜ,,,,直接部門,,,,,,,,既存,,,,,,,,,001050001006001000000000000000,計上部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,4 ,部,5501,通所介護第1ｴﾘｱ,3 ,550101,2024/3/1,9999/12/31,通所介護第1ｴﾘｱ統括課,通所介護第1ｴﾘｱ統括課,ﾂｳｼｮｶｲｺﾞﾀﾞｲｲﾁｴﾘｱﾄｳｶﾂｶ,,,,その他,,,,,,,,既存,,,,,,,,,001050001010000000000000000000,部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,5 ,課,550101,通所介護第1ｴﾘｱ統括課,4 ,55010101,2024/3/1,9999/12/31,通所介護第1ｴﾘｱ統括課,通所介護第1ｴﾘｱ統括課,ﾂｳｼｮｶｲｺﾞﾀﾞｲｲﾁｴﾘｱﾄｳｶﾂｶ,,,,間接部門,,,,,,,,既存,,,,,,,,,001050001010001000000000000000,計上部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,4 ,部,5501,通所介護第1ｴﾘｱ,3 ,902030,2024/4/1,9999/12/31,南佐津間ゆめふる,ﾃﾞｲ南佐津間,ﾃﾞｲﾐﾅﾐｻﾂﾏ,,,,その他,,,,,,,,既存,,,,,,,,,001050001013000000000000000000,部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,5 ,課,902030,ﾃﾞｲ南佐津間,4 ,90203010,2024/4/1,9999/12/31,南佐津間ゆめふる,ﾃﾞｲ南佐津間,ﾃﾞｲﾐﾅﾐｻﾂﾏ,,,,直接部門,,,,,,,,既存,,,,,,,,,001050001013001000000000000000,計上部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,4 ,部,5501,通所介護第1ｴﾘｱ,3 ,201870,2024/10/1,9999/12/31,駒場ゆめふる,ﾃﾞｲ駒場,ﾃﾞｲｺﾏﾊﾞ,,,,その他,,,,,,,,既存,,,,,,,,,001050001014000000000000000000,部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,5 ,課,201870,ﾃﾞｲ駒場,4 ,20187060,2024/10/1,9999/12/31,駒場ゆめふる,ﾃﾞｲ駒場,ﾃﾞｲｺﾏﾊﾞ,,,,直接部門,,,,,,,,既存,,,,,,,,,001050001014001000000000000000,計上部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,4 ,部,5501,通所介護第1ｴﾘｱ,3 ,201570,2025/7/1,9999/12/31,代沢ゆめふる,ﾃﾞｲ代沢,ﾃﾞｲﾀﾞｲｻﾞﾜ,,,,その他,,,,,,,,既存,,,,,,,,,001050001015000000000000000000,部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,5 ,課,201570,ﾃﾞｲ代沢,4 ,20157060,2025/7/1,9999/12/31,代沢ゆめふる,ﾃﾞｲ代沢,ﾃﾞｲﾀﾞｲｻﾞﾜ,,,,直接部門,,,,,,,,既存,,,,,,,,,001050001015001000000000000000,計上部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,4 ,部,5501,通所介護第1ｴﾘｱ,3 ,203570,2025/7/1,9999/12/31,白鷺ゆめふる,ﾃﾞｲ白鷺,ﾃﾞｲｼﾗｻｷﾞ,,,,その他,,,,,,,,既存,,,,,,,,,001050001016000000000000000000,部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,5 ,課,203570,ﾃﾞｲ白鷺,4 ,20357060,2025/7/1,9999/12/31,白鷺ゆめふる,ﾃﾞｲ白鷺,ﾃﾞｲｼﾗｻｷﾞ,,,,直接部門,,,,,,,,既存,,,,,,,,,001050001016001000000000000000,計上部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,4 ,部,5501,通所介護第1ｴﾘｱ,3 ,209301,2025/7/1,9999/12/31,天沼ゆめふる,ﾃﾞｲ天沼,ﾃﾞｲｱﾏﾇﾏ,,,,その他,,,,,,,,既存,,,,,,,,,001050001017000000000000000000,部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,5 ,課,209301,ﾃﾞｲ天沼,4 ,20307060,2025/7/1,9999/12/31,天沼ゆめふる,ﾃﾞｲ天沼,ﾃﾞｲｱﾏﾇﾏ,,,,直接部門,,,,,,,,既存,,,,,,,,,001050001017001000000000000000,計上部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,4 ,部,5501,通所介護第1ｴﾘｱ,3 ,455060,2025/7/1,9999/12/31,長岡ゆめふる,ﾃﾞｲ長岡,ﾃﾞｲﾅｶﾞｵｶ,,,,その他,,,,,,,,既存,,,,,,,,,001050001018000000000000000000,部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,5 ,課,455060,ﾃﾞｲ長岡,4 ,45506010,2025/7/1,9999/12/31,長岡ゆめふる,ﾃﾞｲ長岡,ﾃﾞｲﾅｶﾞｵｶ,,,,直接部門,,,,,,,,既存,,,,,,,,,001050001018001000000000000000,計上部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,4 ,部,5501,通所介護第1ｴﾘｱ,3 ,455080,2025/7/1,9999/12/31,盛岡ゆめふる,ﾃﾞｲ盛岡,ﾃﾞｲﾓﾘｵｶ,,,,その他,,,,,,,,既存,,,,,,,,,001050001019000000000000000000,部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,5 ,課,455080,ﾃﾞｲ盛岡,4 ,45508010,2025/7/1,9999/12/31,盛岡ゆめふる,ﾃﾞｲ盛岡,ﾃﾞｲﾓﾘｵｶ,,,,直接部門,,,,,,,,既存,,,,,,,,,001050001019001000000000000000,計上部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,3 ,本　部,55,通所介護ｻｰﾋﾞｽﾗｲﾝ,2 ,5502,2024/3/1,9999/12/31,通所介護第2ｴﾘｱ,通所介護第2ｴﾘｱ,ﾂｳｼｮｶｲｺﾞﾀﾞｲﾆｴﾘｱ,,,,その他,,,,,,,,既存,,,,,,,,,001050002000000000000000000000,部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,4 ,部,5502,通所介護第2ｴﾘｱ,3 ,203670,2024/3/1,9999/12/31,調布ゆめふる,ﾃﾞｲ調布,ﾃﾞｲﾁｮｳﾌ,,,,その他,,,,,,,,既存,,,,,,,,,001050002002000000000000000000,部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,5 ,課,203670,ﾃﾞｲ調布,4 ,20367060,2024/3/1,9999/12/31,調布ゆめふる,ﾃﾞｲ調布,ﾃﾞｲﾁｮｳﾌ,,,,直接部門,,,,,,,,既存,,,,,,,,,001050002002001000000000000000,計上部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,4 ,部,5502,通所介護第2ｴﾘｱ,3 ,204070,2024/3/1,9999/12/31,小平ゆめふる,ﾃﾞｲ小平,ﾃﾞｲｺﾀﾞｲﾗ,,,,その他,,,,,,,,既存,,,,,,,,,001050002003000000000000000000,部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,5 ,課,204070,ﾃﾞｲ小平,4 ,20407060,2024/3/1,9999/12/31,小平ゆめふる,ﾃﾞｲ小平,ﾃﾞｲｺﾀﾞｲﾗ,,,,直接部門,,,,,,,,既存,,,,,,,,,001050002003001000000000000000,計上部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,4 ,部,5502,通所介護第2ｴﾘｱ,3 ,205570,2024/3/1,9999/12/31,多摩ﾆｭｰﾀｳﾝゆめふる,ﾃﾞｲ多摩ﾆｭｰﾀｳﾝ,ﾃﾞｲﾀﾏﾆｭｰﾀｳﾝ,,,,その他,,,,,,,,既存,,,,,,,,,001050002004000000000000000000,部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,5 ,課,205570,ﾃﾞｲ多摩ﾆｭｰﾀｳﾝ,4 ,20557060,2024/3/1,9999/12/31,多摩ﾆｭｰﾀｳﾝゆめふる,ﾃﾞｲ多摩ﾆｭｰﾀｳﾝ,ﾃﾞｲﾀﾏﾆｭｰﾀｳﾝ,,,,直接部門,,,,,,,,既存,,,,,,,,,001050002004001000000000000000,計上部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,4 ,部,5502,通所介護第2ｴﾘｱ,3 ,208070,2024/3/1,9999/12/31,烏山ゆめふる,ﾃﾞｲ烏山,ﾃﾞｲｶﾗｽﾔﾏ,,,,その他,,,,,,,,既存,,,,,,,,,001050002005000000000000000000,部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,5 ,課,208070,ﾃﾞｲ烏山,4 ,20807060,2024/3/1,9999/12/31,烏山ゆめふる,ﾃﾞｲ烏山,ﾃﾞｲｶﾗｽﾔﾏ,,,,直接部門,,,,,,,,既存,,,,,,,,,001050002005001000000000000000,計上部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,4 ,部,5502,通所介護第2ｴﾘｱ,3 ,208570,2024/3/1,9999/12/31,東松原ゆめふる,ﾃﾞｲ東松原,ﾃﾞｲﾋｶﾞｼﾏﾂﾊﾞﾗ,,,,直接部門,,,,,,,,既存,,,,,,,,,001050002006000000000000000000,部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,5 ,課,208570,ﾃﾞｲ東松原,4 ,20857060,2024/3/1,9999/12/31,東松原ゆめふる,ﾃﾞｲ東松原,ﾃﾞｲﾋｶﾞｼﾏﾂﾊﾞﾗ,,,,直接部門,,,,,,,,既存,,,,,,,,,001050002006001000000000000000,計上部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,4 ,部,5502,通所介護第2ｴﾘｱ,3 ,209070,2024/3/1,9999/12/31,上板橋ゆめふる,ﾃﾞｲ上板橋,ﾃﾞｲｶﾐｲﾀﾊﾞｼ,,,,その他,,,,,,,,既存,,,,,,,,,001050002007000000000000000000,部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,5 ,課,209070,ﾃﾞｲ上板橋,4 ,20907060,2024/3/1,9999/12/31,上板橋ゆめふる,ﾃﾞｲ上板橋,ﾃﾞｲｶﾐｲﾀﾊﾞｼ,,,,直接部門,,,,,,,,既存,,,,,,,,,001050002007001000000000000000,計上部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,4 ,部,5502,通所介護第2ｴﾘｱ,3 ,550201,2024/3/1,9999/12/31,通所介護第2ｴﾘｱ統括課,通所介護第2ｴﾘｱ統括課,ﾂｳｼｮｶｲｺﾞﾀﾞｲﾆｴﾘｱﾄｳｶﾂｶ,,,,その他,,,,,,,,既存,,,,,,,,,001050002009000000000000000000,部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,5 ,課,550201,通所介護第2ｴﾘｱ統括課,4 ,55020101,2024/3/1,9999/12/31,通所介護第2ｴﾘｱ統括課,通所介護第2ｴﾘｱ統括課,ﾂｳｼｮｶｲｺﾞﾀﾞｲﾆｴﾘｱﾄｳｶﾂｶ,,,,間接部門,,,,,,,,既存,,,,,,,,,001050002009001000000000000000,計上部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,4 ,部,5502,通所介護第2ｴﾘｱ,3 ,353030,2024/4/1,9999/12/31,川口ゆめふる,ﾃﾞｲ川口,ﾃﾞｲｶﾜｸﾞﾁ,,,,その他,,,,,,,,既存,,,,,,,,,001050002012000000000000000000,部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,5 ,課,353030,ﾃﾞｲ川口,4 ,20252060,2024/4/1,9999/12/31,川口ゆめふる,ﾃﾞｲ川口,ﾃﾞｲｶﾜｸﾞﾁ,,,,直接部門,,,,,,,,既存,,,,,,,,,001050002012001000000000000000,計上部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,4 ,部,5502,通所介護第2ｴﾘｱ,3 ,205070,2025/7/1,9999/12/31,横浜ｾﾝﾀｰ南ゆめふる,ﾃﾞｲ横浜ｾﾝﾀｰ南,ﾃﾞｲﾖｺﾊﾏｾﾝﾀｰﾐﾅﾐ,,,,その他,,,,,,,,既存,,,,,,,,,001050002013000000000000000000,部門
株式会社やさしい手,会計系販売系サブシステム,00002,会計系販売系組織体系,2025/11/1,5 ,課,205070,ﾃﾞｲ横浜ｾﾝﾀｰ南,4 ,20507060,2025/7/1,9999/12/31,横浜ｾﾝﾀｰ南ゆめふる,ﾃﾞｲ横浜ｾﾝﾀｰ南,ﾃﾞｲﾖｺﾊﾏｾﾝﾀｰﾐﾅﾐ,,,,直接部門,,,,,,,,既存,,,,,,,,,001050002013001000000000000000,計上部門
